"date","permit_number","permit_type","status","address","short_notes",
"06/03/2022","NSF22-0080","New Single Family","Inspections Completed","11730 HOLLINGSWORTH RD, KANSAS CITY KS 66109",,
"06/03/2022","PLM22-0461","Plumbing Permit","Expired","1200 N 75TH PL, KANSAS CITY KS 66112",,
"06/03/2022","BSR22-0073","Stop Work Order","Closed","1607 N 83RD ST, KANSAS CITY KS 66112",,
"06/02/2022","COM22-0070","Commercial","Expired","905 N 69TH ST, KANSAS CITY KS 66102",,
"06/02/2022","RES22-0251","Residential","Expired","2837 N 47TH PL, KANSAS CITY KS 66104",,
"06/02/2022","PLM22-0460","Plumbing Permit","Expired","10510 PARALLEL PKWY, KANSAS CITY KS 66109",,
"06/02/2022","ELE22-0520","Electrical Permit","Expired","3101 BROWN AVE, KANSAS CITY KS 66104",,
"06/02/2022","RES22-0250","Residential","Expired","934 NORTHRUP AVE, KANSAS CITY KS 66101",,
"06/02/2022","RES22-0249","Residential","Expired","2855 S 42ND ST, KANSAS CITY KS 66106",,
"06/02/2022","PLM22-0459","Plumbing Permit","Expired","7925 TROUP AVE, KANSAS CITY KS 66112",,
"06/02/2022","DRC22-0036","DRC","Expired","452 S 26TH ST, KANSAS CITY KS 66105",,
"06/02/2022","ELE22-0519","Electrical Permit","Expired","1934 N 46TH ST, KANSAS CITY KS 66102",,
"06/02/2022","ROOF22-0022","Re-Roof","Expired","1943 N 46TH ST, KANSAS CITY KS 66102",,
"06/02/2022","PLM22-0458","Plumbing Permit","Expired","9201 PARALLEL PKWY, KANSAS CITY KS 66112",,
"06/02/2022","MEC22-0261","Mechanical Permit","Void","9201 PARALLEL PKWY, KANSAS CITY KS 66112",,
"06/02/2022","RES22-0248","Residential","Expired","4240 N 125TH ST, KANSAS CITY KS 66109",,
"06/02/2022","ROOF22-0021","Re-Roof","Expired","1216 GREELEY AVE, KANSAS CITY KS 66104",,
"06/02/2022","SRE22-0138","Safe to Restore Electric","Expired","617 N 57TH ST, KANSAS CITY KS 66102",,
"06/02/2022","SRE22-0137","Safe to Restore Electric","Expired","6865 STATE AVE, KANSAS CITY KS 66102",,
"06/01/2022","OCC22-0062","Business Occupancy","Expired","745 CENTRAL AVE, KANSAS CITY KS 66101",,
"06/01/2022","ELE22-0518","Electrical Permit","Expired","741 N 64TH TER, BLDG 6, KANSAS CITY KS 66102",,
"06/01/2022","ELE22-0517","Electrical Permit","Expired","703 N 64TH TER, BLDG 5, KANSAS CITY KS 66102",,
"06/01/2022","ELE22-0516","Electrical Permit","Expired","627 N 64TH TER, BLDG 4, KANSAS CITY KS 66102",,
"06/01/2022","ELE22-0515","Electrical Permit","Expired","6475 TAUROMEE AVE, BLDG 3, KANSAS CITY KS 66102",,
"06/01/2022","ELE22-0514","Electrical Permit","Expired","6463 TAUROMEE AVE, BLDG 2, KANSAS CITY KS 66102",,
"06/01/2022","PLM22-0457","Plumbing Permit","Expired","1329 CLEVELAND AVE, KANSAS CITY KS 66104",,
"06/01/2022","ELE22-0513","Electrical Permit","Expired","6487 TAUROMEE AVE, BLDG 1, KANSAS CITY KS 66102",,
"06/01/2022","ELE22-0512","Electrical Permit","Expired","1100 LAUREL AVE, KANSAS CITY KS 66104",,
"06/01/2022","PLM22-0456","Plumbing Permit","Expired","630 COUNTY LINE RD, KANSAS CITY KS 66103",,
"06/01/2022","OCC22-0061","Business Occupancy","Expired","828 MINNESOTA AVE, KANSAS CITY KS 66101",,
"06/01/2022","SITE22-0003","Site Improvement","Expired","2116 N 18TH ST, KANSAS CITY KS 66104",,
"06/01/2022","COM22-0069","Commercial","Expired","301 N 70TH TER, KANSAS CITY KS 66112",,
"06/01/2022","COM22-0068","Commercial","Expired","301 N 70TH TER, KANSAS CITY KS 66112",,
"06/01/2022","ELE22-0511","Electrical Permit","Expired","2629 MINNESOTA AVE, KANSAS CITY KS 66102",,
"06/01/2022","PLM22-0455","Plumbing Permit","Expired","4520 RAINBOW BLVD, KANSAS CITY KS 66103",,
"06/01/2022","PLM22-0454","Plumbing Permit","Expired","1138 N 49TH ST, KANSAS CITY KS 66102",,
"06/01/2022","PLM22-0453","Plumbing Permit","Expired","542 BARNETT AVE, KANSAS CITY KS 66101",,
"06/01/2022","ELE22-0510","Electrical Permit","Expired","2210 GARFIELD AVE, KANSAS CITY KS 66104",,
"06/01/2022","COM22-0067","Commercial","Expired","1153 SOUTHWEST BLVD, KANSAS CITY KS 66103",,
"06/01/2022","ELE22-0509","Electrical Permit","Expired","1100 LAUREL AVE, KANSAS CITY KS 66104",,
"06/01/2022","SOL22-0040","Residential Solar Permit","Expired","1100 LAUREL AVE, KANSAS CITY KS 66104",,
"06/01/2022","PLM22-0452","Plumbing Permit","Expired","959 S 73RD PL, KANSAS CITY KS 66111",,
"06/01/2022","PLM22-0451","Plumbing Permit","Expired","434 BARNETT AVE, KANSAS CITY KS 66101",,
"05/31/2022","NSF22-0079","New Single Family","Inspections Completed","12945 SLOAN AVE, KANSAS CITY KS 66109",,
"05/31/2022","NSF22-0078","New Single Family","Inspections Completed","12949 SLOAN AVE, KANSAS CITY KS 66109",,
"05/31/2022","NSF22-0077","New Single Family","Inspections Completed","12941 SLOAN AVE, KANSAS CITY KS 66109",,
"05/31/2022","MEC22-0260","Mechanical Permit","Inspections Completed","1140 RICHMOND AVE, KANSAS CITY KS 66104",,
"05/31/2022","RES22-0247","Residential","Expired","1962 N 4TH ST, KANSAS CITY KS 66101",,
"05/31/2022","PLM22-0450","Plumbing Permit","Expired","5926 N 123RD ST, KANSAS CITY KS 66109",,
"05/31/2022","NSF22-0076","New Single Family","Inspections Completed","12444 WINGFOOT DR, KANSAS CITY KS 66109",,
"05/31/2022","ELE22-0508","Electrical Permit","Expired","1843 VILLAGE WEST PKWY, C-117, KANSAS CITY KS 66111",,
"05/31/2022","RES22-0246","Residential","Expired","1724 SOUTHWEST BLVD, KANSAS CITY KS 66103",,
"05/31/2022","NSF22-0075","New Single Family","Inspections Completed","11440 LEAVENWORTH RD, KANSAS CITY KS 66109",,
"05/31/2022","NSF22-0074","New Single Family","Inspections Completed","11411 HOLLINGSWORTH RD, KANSAS CITY KS 66109",,
"05/31/2022","NSF22-0074","New Single Family","Inspections Completed","11411 HOLLINGSWORTH RD, KANSAS CITY KS 66109",,
"05/31/2022","ELE22-0507","Electrical Permit","Expired","4335 TROUP AVE, KANSAS CITY KS 66102",,
"05/31/2022","SOL22-0039","Residential Solar Permit","Expired","4335 TROUP AVE, KANSAS CITY KS 66102",,
"05/31/2022","ELE22-0506","Electrical Permit","Expired","2834 N 45TH ST, KANSAS CITY KS 66104",,
"05/27/2022","MEC22-0259","Mechanical Permit","Expired","741 N 64TH TER, BLDG #6, KANSAS CITY KS 66102",,
"05/27/2022","MEC22-0258","Mechanical Permit","Expired","703 N 64TH TER, BLDG #5, KANSAS CITY KS 66102",,
"05/27/2022","MEC22-0257","Mechanical Permit","Expired","627 N 64TH TER, BLDG #4, KANSAS CITY KS 66102",,
"05/27/2022","MEC22-0256","Mechanical Permit","Expired","6475 TAUROMEE AVE, BLDG #3, KANSAS CITY KS 66102",,
"05/27/2022","NSF22-0073","New Single Family","Issued","8910 OSAGE DR, KANSAS CITY KS 66111","NEW SINGLE FAMILY HOME",
"05/27/2022","ELE22-0505","Electrical Permit","Expired","5926 N 123RD ST, KANSAS CITY KS 66109",,
"05/27/2022","MEC22-0255","Mechanical Permit","Expired","6463 TAUROMEE AVE, BLDG #2, KANSAS CITY KS 66102",,
"05/27/2022","PLM22-0449","Plumbing Permit","Expired","741 N 64TH TER, BLDG 6, KANSAS CITY KS 66102",,
"05/27/2022","PLM22-0448","Plumbing Permit","Expired","703 N 64TH TER, BLDG 5, KANSAS CITY KS 66102",,
"05/27/2022","PLM22-0447","Plumbing Permit","Expired","627 N 64TH TER, BLDG 4, KANSAS CITY KS 66102",,
"05/27/2022","PLM22-0446","Plumbing Permit","Expired","1320 MERRIAM LN, KANSAS CITY KS 66103",,
"05/27/2022","ROOF22-0020","Re-Roof","Expired","3134 HASKELL AVE, KANSAS CITY KS 66104",,
"05/27/2022","PLM22-0445","Plumbing Permit","Expired","6475 TAUROMEE AVE, BLDG 3, KANSAS CITY KS 66102",,
"05/27/2022","PLM22-0444","Plumbing Permit","Expired","6463 TAUROMEE AVE, BLDG 2, KANSAS CITY KS 66102",,
"05/27/2022","ELE22-0504","Electrical Permit","Expired","6500 KANSAS AVE, LOT 111, KANSAS CITY KS 66111",,
"05/27/2022","SRE22-0136","Safe to Restore Electric","Void","150 N 74TH ST, KANSAS CITY KS 66111",,
"05/27/2022","SRE22-0135","Safe to Restore Electric","Expired","1205 HASBROOK AVE, KANSAS CITY KS 66105",,
"05/26/2022","MEC22-0254","Mechanical Permit","Expired","3325 N 128TH TER, KANSAS CITY KS 66109",,
"05/26/2022","PLM22-0443","Plumbing Permit","Expired","3325 N 128TH TER, KANSAS CITY KS 66109",,
"05/26/2022","ELE22-0503","Electrical Permit","Expired","3325 N 128TH TER, KANSAS CITY KS 66109",,
"05/26/2022","POOL22-0009","Pool-Spa","Expired","5405 N 102ND ST, KANSAS CITY KS 66109","ABOVE GROUND POOL",
"05/26/2022","ELE22-0502","Electrical Permit","Expired","3016 W 44TH AVE, KANSAS CITY KS 66103",,
"05/26/2022","ELE22-0501","Electrical Permit","Expired","3014 W 44TH AVE, KANSAS CITY KS 66103",,
"05/26/2022","PLM22-0442","Plumbing Permit","Inspections Completed","9151 PARALLEL PKWY, KANSAS CITY KS 66112",,
"05/26/2022","DRC22-0035","DRC","Expired","741 N 64TH TER, KANSAS CITY KS 66102",,
"05/26/2022","DRC22-0034","DRC","Expired","703 N 64TH TER, KANSAS CITY KS 66102",,
"05/26/2022","DRC22-0033","DRC","Expired","627 N 64TH TER, KANSAS CITY KS 66102",,
"05/26/2022","DRC22-0032","DRC","Expired","6475 TAUROMEE AVE, KANSAS CITY KS 66102",,
"05/26/2022","DRC22-0031","DRC","Expired","6463 TAUROMEE AVE, KANSAS CITY KS 66102",,
"05/26/2022","ELE22-0500","Electrical Permit","Expired","1410 N 28TH ST, KANSAS CITY KS 66102",,
"05/26/2022","DRC22-0030","DRC","Inspections Completed","233 BUNKER AVE, KANSAS CITY KS 66118",,
"05/26/2022","GAS22-0049","Gas Permit","Expired","27 S 23RD ST, KANSAS CITY KS 66102",,
"05/26/2022","ELE22-0499","Electrical Permit","Expired","728 LYON AVE, KANSAS CITY KS 66101",,
"05/26/2022","ELE22-0498","Electrical Permit","Expired","837 S PYLE ST, KANSAS CITY KS 66105",,
"05/26/2022","ELE22-0497","Electrical Permit","Expired","59 N BROADVIEW AVE, KANSAS CITY KS 66101",,
"05/26/2022","SOL22-0038","Residential Solar Permit","Expired","837 S PYLE ST, KANSAS CITY KS 66105",,
"05/26/2022","ELE22-0496","Electrical Permit","Expired","7850 YECKER AVE, KANSAS CITY KS 66109",,
"05/26/2022","ELE22-0495","Electrical Permit","Expired","7500 STATE AVE, KANSAS CITY KS 66112",,
"05/26/2022","RES22-0245","Residential","Renewed","2105 SHEARER RD, KANSAS CITY KS 66106",,
"05/26/2022","PLM22-0441","Plumbing Permit","Expired","1853 N 32ND ST, KANSAS CITY KS 66104",,
"05/25/2022","RES22-0244","Residential","Expired","2701 S 51ST TER, KANSAS CITY KS 66106",,
"05/25/2022","ELE22-0494","Electrical Permit","Expired","2920 MERRIAM LN, KANSAS CITY KS 66106",,
"05/25/2022","NSF22-0072","New Single Family","Inspections Completed","3229 N 109TH PL, KANSAS CITY KS 66109",,
"05/25/2022","ELE22-0493","Electrical Permit","Expired","1324 N 62ND ST, KANSAS CITY KS 66102",,
"05/25/2022","NSF22-0071","New Single Family","Issued","316 S 86TH ST, KANSAS CITY KS 66111",,
"05/25/2022","PLM22-0440","Plumbing Permit","Expired","3315 WEBSTER AVE, KANSAS CITY KS 66104",,
"05/25/2022","MEC22-0253","Mechanical Permit","Expired","1265 GILMORE AVE, KANSAS CITY KS 66102",,
"05/25/2022","ELE22-0492","Electrical Permit","Expired","1265 GILMORE AVE, KANSAS CITY KS 66102",,
"05/25/2022","PLM22-0439","Plumbing Permit","Expired","1265 GILMORE AVE, KANSAS CITY KS 66102",,
"05/25/2022","ELE22-0491","Electrical Permit","Expired","8305 HUNTER DR, KANSAS CITY KS 66112",,
"05/25/2022","GRD22-0004","Grading-Excavation","Issued","3600 RAINBOW BLVD, KANSAS CITY KS 66103",,
"05/25/2022","MEC22-0252","Mechanical Permit","Expired","2729 N 21ST ST, KANSAS CITY KS 66104",,
"05/25/2022","OCC22-0060","Business Occupancy","Expired","1042 CENTRAL AVE, KANSAS CITY KS 66102",,
"05/25/2022","RES22-0243","Residential","Expired","3817 LUST DR, KANSAS CITY KS 66106",,
"05/25/2022","ELE22-0490","Electrical Permit","Expired","1127 STINE LN, KANSAS CITY KS 66103",,
"05/25/2022","PLM22-0438","Plumbing Permit","Expired","265 N 29TH ST, KANSAS CITY KS 66102",,
"05/25/2022","ELE22-0489","Electrical Permit","Inspections Completed","1140 RICHMOND AVE, KANSAS CITY KS 66104",,
"05/25/2022","PLM22-0437","Plumbing Permit","Expired","2226 TROUP AVE, KANSAS CITY KS 66104",,
"05/25/2022","PLM22-0436","Plumbing Permit","Expired","334 N THORPE ST, KANSAS CITY KS 66102",,
"05/25/2022","ELE22-0488","Electrical Permit","Expired","334 N THORPE ST, KANSAS CITY KS 66102",,
"05/25/2022","SRE22-0134","Safe to Restore Electric","Expired","2215 N 10TH ST, KANSAS CITY KS 66104",,
"05/24/2022","GAS22-0048","Gas Permit","Expired","1888 S PYLE ST, KANSAS CITY KS 66103",,
"05/24/2022","PLM22-0435","Plumbing Permit","Expired","2525 S 37TH ST, KANSAS CITY KS 66106",,
"05/24/2022","PLM22-0434","Plumbing Permit","Expired","2949 N 58TH ST, KANSAS CITY KS 66104",,
"05/24/2022","ELE22-0487","Electrical Permit","Expired","2721 N ALLIS ST, KANSAS CITY KS 66101",,
"05/24/2022","ELE22-0486","Electrical Permit","Expired","3101 S 40TH ST, KANSAS CITY KS 66106",,
"05/24/2022","MEC22-0251","Mechanical Permit","Expired","1000 RIDGE AVE, KANSAS CITY KS 66102",,
"05/24/2022","MEC22-0250","Mechanical Permit","Expired","617 S 71ST TER, KANSAS CITY KS 66111",,
"05/24/2022","PLM22-0433","Plumbing Permit","Expired","11422 CLEVELAND AVE, KANSAS CITY KS 66109",,
"05/24/2022","OCC22-0059","Business Occupancy","Expired","6534 KAW DR, KANSAS CITY KS 66111",,
"05/24/2022","ELE22-0485","Electrical Permit","Expired","1204 S 34TH ST, KANSAS CITY KS 66106",,
"05/24/2022","BSR22-0072","Stop Work Order","Close / Referral","2855 S 42ND ST, KANSAS CITY KS 66106",,
"05/24/2022","RES22-0242","Residential","Expired","1501 TAUROMEE AVE, KANSAS CITY KS 66102",,
"05/24/2022","PLM22-0432","Plumbing Permit","Expired","1201 SANDUSKY AVE, KANSAS CITY KS 66102",,
"05/24/2022","ELE22-0484","Electrical Permit","Expired","1501 TAUROMEE AVE, KANSAS CITY KS 66102",,
"05/24/2022","OCC22-0058","Business Occupancy","Expired","5047 WELBORN LN, KANSAS CITY KS 66104",,
"05/24/2022","SRE22-0133","Safe to Restore Electric","Expired","1120 SPLITLOG AVE, KANSAS CITY KS 66102",,
"05/23/2022","BSR22-0071","Stop Work Order","Letter Sent","3202 W BARKER CIR, KANSAS CITY KS 66104",,
"05/23/2022","BSR22-0070","Stop Work Order","Closed","2811 N 75TH TER, KANSAS CITY KS 66109",,
"05/23/2022","ELE22-0483","Electrical Permit","Expired","319 S 11TH ST, KANSAS CITY KS 66102",,
"05/23/2022","ELE22-0482","Electrical Permit","Void","5844 N 131ST ST, KANSAS CITY KS 66109",,
"05/23/2022","RES22-0241","Residential","Expired","4422 DELAVAN AVE, KANSAS CITY KS 66104",,
"05/23/2022","ELE22-0481","Electrical Permit","Expired","1620 FAIRFAX TRFY, KANSAS CITY KS 66115",,
"05/23/2022","MEC22-0249","Mechanical Permit","Expired","1135 WAVERLY AVE, KANSAS CITY KS 66104",,
"05/23/2022","RES22-0240","Residential","Expired","617 N 57TH ST, KANSAS CITY KS 66102",,
"05/23/2022","DRC22-0029","DRC","Inspections Completed","633 KANSAS AVE, KANSAS CITY KS 66105",,
"05/23/2022","ELE22-0480","Electrical Permit","Expired","10304 HOLLINGSWORTH RD, KANSAS CITY KS 66109",,
"05/23/2022","BSR22-0069","Stop Work Order","Close / Referral","2241 LATHROP AVE, KANSAS CITY KS 66104",,
"05/23/2022","RES22-0239","Residential","Expired","3409 N 30TH ST, KANSAS CITY KS 66104",,
"05/23/2022","GAS22-0047","Gas Permit","Expired","1506 N 62ND ST, KANSAS CITY KS 66102",,
"05/23/2022","RES22-0238","Residential","Expired","822 N 82ND ST, KANSAS CITY KS 66112",,
"05/23/2022","SRE22-0132","Safe to Restore Electric","Expired","2121 MINNESOTA AVE, KANSAS CITY KS 66102",,
"05/23/2022","SRE22-0131","Safe to Restore Electric","Expired","1031 S 49TH DR, KANSAS CITY KS 66106",,
"05/20/2022","MEC22-0248","Mechanical Permit","Expired","1501 N 66TH DR, KANSAS CITY KS 66102",,
"05/20/2022","ELE22-0479","Electrical Permit","Renewed","1715 N 25TH ST, KANSAS CITY KS 66102",,
"05/20/2022","ELE22-0478","Electrical Permit","Expired","7915 RICHLAND AVE, KANSAS CITY KS 66111",,
"05/20/2022","SOL22-0037","Residential Solar Permit","Expired","7915 RICHLAND AVE, KANSAS CITY KS 66111",,
"05/20/2022","MEC22-0247","Mechanical Permit","Expired","2906 S 46TH ST, KANSAS CITY KS 66106",,
"05/20/2022","PLM22-0431","Plumbing Permit","Expired","2636 N 83RD ST, KANSAS CITY KS 66109",,
"05/20/2022","ELE22-0477","Electrical Permit","Expired","735 OSAGE AVE, KANSAS CITY KS 66105",,
"05/20/2022","OCC22-0057","Business Occupancy","Expired","837 OSAGE AVE, KANSAS CITY KS 66105",,
"05/20/2022","COM22-0066","Commercial","Expired","3151 FIBERGLASS RD, KANSAS CITY KS 66115",,
"05/20/2022","ELE22-0476","Electrical Permit","Expired","1933 N 16TH ST, KANSAS CITY KS 66104",,
"05/20/2022","RES22-0237","Residential","Expired","1946 S 21ST CT, KANSAS CITY KS 66106",,
"05/20/2022","MEC22-0246","Mechanical Permit","Expired","6251 MINNESOTA AVE, KANSAS CITY KS 66102",,
"05/20/2022","PLM22-0430","Plumbing Permit","Expired","8003 ARCADIA CT, KANSAS CITY KS 66112",,
"05/20/2022","GAS22-0046","Gas Permit","Expired","2629 MINNESOTA AVE, KANSAS CITY KS 66102",,
"05/20/2022","PLM22-0429","Plumbing Permit","Expired","3021 N 32ND ST, KANSAS CITY KS 66104",,
"05/20/2022","ELE22-0475","Electrical Permit","Expired","748 WASHINGTON BLVD, KANSAS CITY KS 66101",,
"05/20/2022","ELE22-0474","Electrical Permit","Expired","3121 S 7TH ST, KANSAS CITY KS 66103",,
"05/20/2022","MEC22-0245","Mechanical Permit","Expired","1843 VILLAGE WEST PKWY, SUITE C-117, KANSAS CITY KS 66111",,
"05/20/2022","ELE22-0473","Electrical Permit","Void","2906 S 46TH ST, KANSAS CITY KS 66106",,
"05/20/2022","PLM22-0428","Plumbing Permit","Expired","721 N 31ST ST, KANSAS CITY KS 66102",,
"05/20/2022","RES22-0236","Residential","Expired","13823 MARXEN RD, KANSAS CITY KS 66109",,
"05/20/2022","DRC22-0028","DRC","Expired","2844 ROE LN, KANSAS CITY KS 66103",,
"05/20/2022","PLM22-0427","Plumbing Permit","Expired","2916 W 45TH AVE, KANSAS CITY KS 66103",,
"05/20/2022","ELE22-0472","Electrical Permit","Expired","333 N 14TH ST, KANSAS CITY KS 66102",,
"05/20/2022","ELE22-0471","Electrical Permit","Expired","5118 WASHINGTON AVE, KANSAS CITY KS 66102",,
"05/20/2022","ELE22-0470","Electrical Permit","Expired","2105 W 43RD AVE, KANSAS CITY KS 66103",,
"05/20/2022","NSF22-0070","New Single Family","Open","2828 WOOD AVE, KANSAS CITY KS 66104",,
"05/20/2022","ELE22-0469","Electrical Permit","Expired","431 N 5TH ST, KANSAS CITY KS 66101",,
"05/20/2022","SRE22-0130","Safe to Restore Electric","Expired","3337 WEBSTER AVE, KANSAS CITY KS 66104",,
"05/20/2022","SRE22-0129","Safe to Restore Electric","Expired","936 CLEVELAND AVE, KANSAS CITY KS 66101",,
"05/20/2022","SRE22-0128","Safe to Restore Electric","Expired","2629 MINNESOTA AVE, KANSAS CITY KS 66102",,
"05/19/2022","MEC22-0244","Mechanical Permit","Expired","420 N 75TH ST, KANSAS CITY KS 66112",,
"05/19/2022","RES22-0235","Residential","Expired","7620 PARALLEL PKWY, KANSAS CITY KS 66112",,
"05/19/2022","RES22-0234","Residential","Expired","1718 N 79TH ST, KANSAS CITY KS 66112",,
"05/19/2022","PLM22-0426","Plumbing Permit","Expired","721 N 31ST ST, KANSAS CITY KS 66102",,
"05/19/2022","MEC22-0243","Mechanical Permit","Expired","3153 W 44TH TER, KANSAS CITY KS 66103",,
"05/19/2022","ELE22-0468","Electrical Permit","Expired","1303 N 5TH ST, KANSAS CITY KS 66101",,
"05/19/2022","COM22-0065","Commercial","Renewed","12801 POLFER RD, KANSAS CITY KS 66109",,
"05/19/2022","MEC22-0242","Mechanical Permit","Expired","8004 CORONA AVE, KANSAS CITY KS 66112",,
"05/19/2022","PLM22-0425","Plumbing Permit","Expired","237 S 68TH ST, KANSAS CITY KS 66111",,
"05/19/2022","ELE22-0467","Electrical Permit","Expired","2115 SPRINGFIELD BLVD, KANSAS CITY KS 66101",,
"05/19/2022","MEC22-0241","Mechanical Permit","Expired","2740 N 11TH ST, KANSAS CITY KS 66104",,
"05/19/2022","ELE22-0466","Electrical Permit","Expired","2740 N 11TH ST, KANSAS CITY KS 66104",,
"05/19/2022","ELE22-0465","Electrical Permit","Expired","5540 FREEMAN AVE, B, KANSAS CITY KS 66102",,
"05/19/2022","ELE22-0464","Electrical Permit","Expired","5540 FREEMAN AVE, A, KANSAS CITY KS 66102",,
"05/19/2022","ELE22-0463","Electrical Permit","Expired","5538 FREEMAN AVE, B, KANSAS CITY KS 66102",,
"05/19/2022","MEC22-0240","Mechanical Permit","Expired","3025 S 10TH ST, KANSAS CITY KS 66103",,
"05/19/2022","ELE22-0462","Electrical Permit","Expired","828 GARFIELD AVE, KANSAS CITY KS 66101",,
"05/19/2022","ELE22-0461","Electrical Permit","Expired","6507 GEORGIA AVE, KANSAS CITY KS 66104",,
"05/19/2022","SOL22-0036","Residential Solar Permit","Expired","6507 GEORGIA AVE, KANSAS CITY KS 66104",,
"05/19/2022","PLM22-0424","Plumbing Permit","Expired","2219 N 37TH ST, KANSAS CITY KS 66104",,
"05/19/2022","ELE22-0460","Electrical Permit","Expired","2219 N 37TH ST, KANSAS CITY KS 66104",,
"05/19/2022","RES22-0233","Residential","Expired","1629 N 61ST TER, KANSAS CITY KS 66102",,
"05/19/2022","BSR22-0068","Stop Work Order","Closed","1120 N 19TH ST, KANSAS CITY KS 66102",,
